"carat","cut","color","clarity","depth_percentage","table","price","length","width","depth"
0.71,"Ideal","E","VS2",61.9,55,3.773,5.68,5.72,3.53
0.73,"Very Good","J","SI1",60.1,62,2.031,5.85,5.9,3.53
0.7,"Very Good","E","SI1",61.5,56,2.239,5.74,5.8,3.55
0.7,"Ideal","F","SI1",61.3,57,2.288,5.72,5.77,3.52
0.77,"Premium","D","VS2",61.3,60,3.428,5.92,5.89,3.62
1.07,"Premium","G","VS2",61.9,58,6.779,6.54,6.55,4.05
0.75,"Premium","I","SI2",61.1,57,2.07,5.88,5.84,3.58
1.2,"Ideal","H","SI2",62.7,55,5.578,6.74,6.69,4.21
1.01,"Premium","D","SI1",61.8,58,6.075,6.42,6.37,3.95
0.59,"Ideal","D","VS2",61.7,56,2.078,5.39,5.41,3.33
1.01,"Good","D","SI2",63.5,61,4.457,6.33,6.37,4.03
1.2,"Very Good","D","SI1",62.4,58,7.646,6.75,6.78,4.23
1,"Ideal","D","SI1",62.2,56,5.88,6.38,6.35,3.96
0.91,"Good","G","SI2",63.2,61,3.34,6.01,6.27,3.88
1.02,"Very Good","F","VS2",63.2,57,6.659,6.34,6.41,4.03
1.01,"Fair","E","SI2",55.2,65,4.118,6.78,6.67,3.71
1,"Premium","F","SI1",62.3,59,5.221,6.44,6.36,3.99
1.04,"Premium","F","VS1",59.4,60,7.632,6.58,6.56,3.9
0.73,"Premium","I","VS1",61.8,62,2.197,5.78,5.72,3.55
0.91,"Premium","H","SI1",62.8,58,3.669,6.16,6.13,3.86
0.9,"Ideal","G","SI2",61.2,57,3.521,6.24,6.28,3.83
1.04,"Premium","I","SI2",61.3,59,4.141,6.5,6.46,3.97
0.56,"Ideal","D","VS2",61.6,56,2.066,5.31,5.27,3.26
0.72,"Ideal","E","SI2",61.3,55,2.401,5.75,5.84,3.55
0.71,"Ideal","G","SI1",62.1,56,2.65,5.69,5.74,3.55
0.54,"Ideal","E","VVS2",61.1,57,2.375,5.27,5.24,3.21
0.98,"Premium","I","I1",59.6,60,2.064,6.43,6.3,3.79
0.83,"Ideal","D","SI1",61.5,53,3.933,6.09,6.07,3.74
0.9,"Premium","G","VS2",60.2,59,4.424,6.28,6.22,3.76
1.2,"Good","I","VS1",57.8,61,5.57,7.02,6.96,4.04
0.61,"Good","E","VS2",60.8,59,2.124,5.41,5.48,3.31
0.9,"Very Good","D","VS2",63,62,4.668,6.06,6.13,3.84
0.71,"Very Good","E","VS2",63.5,59,2.858,5.68,5.59,3.58
1.01,"Premium","G","VS2",61.6,61,5.864,6.46,6.36,3.95
0.91,"Premium","H","VS1",61,59,4.67,6.25,6.18,3.79
0.73,"Ideal","G","SI1",60.6,57,3.089,5.84,5.87,3.55
0.72,"Premium","I","VS2",60.9,60,2.216,5.76,5.8,3.52
1,"Very Good","F","SI2",62.6,59,4.901,6.34,6.38,3.98
1.37,"Very Good","J","SI2",60.7,60,5.063,7.07,7.19,4.33
0.9,"Premium","F","SI2",61.4,58,3.619,6.13,6.19,3.78
1.07,"Premium","I","SI2",59.7,59,4.206,6.68,6.63,3.97
0.88,"Ideal","E","SI2",62.2,57,3.329,6.08,6.2,3.82
1,"Very Good","E","VS2",61,59,7.607,6.41,6.48,3.93
0.71,"Ideal","F","SI1",61.3,56,2.491,5.73,5.79,3.53
1.2,"Ideal","G","VS1",61.7,56,5.766,6.84,6.77,4.2
1.54,"Good","J","SI1",62.9,62,7.349,7.3,7.36,4.61
1.02,"Ideal","H","SI1",60.9,57,5.522,6.51,6.55,3.98
1.03,"Premium","E","SI2",61.8,56,4.73,6.5,6.47,4.01
0.78,"Very Good","H","SI2",62.9,55,2.125,5.83,5.87,3.68
0.5,"Ideal","F","IF",61.2,57,2.419,5.11,5.15,3.14
1,"Premium","G","VS1",60.6,59,6.006,6.42,6.48,3.91
1.04,"Ideal","G","VS2",62,59,6.286,6.43,6.5,4.01
1.29,"Ideal","J","VS2",62.1,59,5.771,6.92,6.96,4.31
1.02,"Ideal","E","SI2",60.3,57,4.712,6.5,6.53,3.95
1.24,"Premium","E","SI2",60.5,62,4.666,6.97,6.89,4.19
0.81,"Very Good","H","SI2",62.1,56,2.504,5.95,5.99,3.71
1.06,"Ideal","I","VS1",62,55,5.577,6.55,6.58,4.07
1.1,"Very Good","H","SI1",61.6,56,4.827,6.61,6.66,4.09
1.22,"Ideal","I","SI1",62.3,58,6.398,6.8,6.82,4.24
0.76,"Good","I","SI1",64.3,60,2.326,5.69,5.64,3.64
1.04,"Premium","J","SI2",62,59,3.669,6.49,6.47,4.02
0.63,"Premium","D","VS1",59.2,61,2.554,5.6,5.55,3.3
0.71,"Ideal","D","VS1",62.5,57,3.09,5.71,5.68,3.56
1.13,"Premium","E","SI1",62.7,57,5.012,6.65,6.62,4.16
0.71,"Ideal","E","VS2",61.8,57,3.301,5.69,5.74,3.53
0.9,"Good","E","VS1",62.7,58,5.201,6.07,6.12,3.82
0.69,"Good","E","VS2",58.7,64,2.057,5.73,5.79,3.38
0.9,"Ideal","H","VS1",61.8,56,4.194,6.18,6.24,3.84
0.77,"Very Good","I","VS2",63.2,58,2.513,5.79,5.85,3.68
0.79,"Premium","E","VS2",60.6,53,2.876,6.04,5.98,3.64
1.11,"Ideal","E","SI1",62.1,55,7.218,6.66,6.68,4.14
1.55,"Premium","J","SI1",62.5,58,7.502,7.36,7.4,4.61
0.7,"Very Good","F","SI1",60.6,60,2.662,5.71,5.75,3.47
1.11,"Very Good","G","SI1",60.3,60,5,6.62,6.67,4.01
1.08,"Ideal","G","SI2",62.7,54,3.825,6.63,6.57,4.14
1.16,"Premium","H","SI2",62.1,58,3.573,6.72,6.65,4.15
0.74,"Ideal","G","VS1",61.5,55,2.78,5.81,5.86,3.59
0.71,"Very Good","E","VS2",59.9,59,2.921,5.77,5.81,3.47
0.8,"Ideal","G","SI1",62.5,57,2.87,5.94,5.9,3.7
1.07,"Good","F","VS2",57.6,60,6.828,6.83,6.79,3.92
0.8,"Very Good","F","SI2",59.7,56,2.564,6.05,6.11,3.63
1.03,"Premium","E","SI1",59.5,60,6.091,6.64,6.56,3.93
0.71,"Ideal","E","VS2",62.5,55,3.247,5.67,5.73,3.56
1.02,"Premium","D","SI2",60.9,61,4.381,6.39,6.31,3.87
1,"Ideal","F","SI1",63,56,5.656,6.41,6.38,4.03
1,"Premium","D","SI2",61.6,58,4.626,6.45,6.37,3.95
0.71,"Ideal","E","VS1",62.4,57,3.354,5.67,5.71,3.55
1.32,"Good","E","SI1",63.7,56,6.83,6.96,6.88,4.41
0.71,"Ideal","E","SI2",58.7,57,2.34,5.89,5.86,3.44
1.02,"Premium","G","VS2",61.5,59,5.346,6.45,6.4,3.95
0.7,"Very Good","F","SI1",63.5,56,2.401,5.58,5.66,3.57
1.01,"Good","E","SI2",63.7,58,4.666,6.32,6.36,4.04
0.75,"Very Good","H","VVS1",60.6,58,2.806,5.85,5.9,3.56
0.51,"Ideal","F","VVS2",61.8,56,2.098,5.13,5.16,3.18
1.01,"Premium","J","I1",60.7,59,2.488,6.39,6.42,3.89
0.71,"Very Good","F","SI1",62.1,59,2.346,5.64,5.73,3.53
1,"Ideal","D","SI1",60.2,57,4.861,6.54,6.48,3.92
1.01,"Premium","H","SI2",59.4,62,3.083,6.47,6.43,3.83
1.14,"Ideal","G","VS2",61.9,56,7.199,6.69,6.71,4.14
0.9,"Premium","G","SI2",62.1,58,3.246,6.13,6.08,3.79
1.3,"Premium","F","SI2",61.6,58,5.788,7.07,6.92,4.33
1.19,"Ideal","H","VS1",62.5,54,7.466,6.78,6.82,4.25
1.12,"Ideal","F","VS2",60.9,55,6.858,6.73,6.67,4.08
1.31,"Ideal","I","SI2",61,59,5.82,7.05,7.01,4.29
1.05,"Ideal","G","VS2",62.2,54,7.07,6.53,6.55,4.07
1.07,"Premium","G","VS2",60.1,60,6.022,6.76,6.6,3.99
1.02,"Premium","F","SI2",62.5,60,4.541,6.43,6.36,4
1.45,"Very Good","J","VS2",62.8,57,6.671,7.14,7.17,4.49
0.7,"Premium","F","SI1",62.1,59,2.196,5.68,5.72,3.54
0.7,"Fair","H","VS1",65.8,56,2.415,5.54,5.49,3.63
1.04,"Very Good","H","VS2",60.4,56,5.738,6.55,6.59,3.97
0.71,"Fair","F","SI2",60.1,68,2.327,5.8,5.72,3.46
0.91,"Very Good","E","VS2",62.9,55,4.823,6.13,6.17,3.87
1.21,"Good","J","SI2",63.7,55,4.269,6.81,6.75,4.32
1.02,"Very Good","F","SI2",60.4,60,4.162,6.49,6.53,3.93
0.65,"Ideal","E","VVS2",62.1,57,3.023,5.55,5.6,3.46
0.71,"Good","D","VS2",63.3,56,2.788,5.64,5.68,3.58
1.04,"Premium","G","SI1",59.2,61,4.811,6.68,6.63,3.94
1.01,"Premium","F","SI1",60.6,58,5.559,6.54,6.49,3.95
0.57,"Ideal","F","VVS1",62.3,55,2.555,5.31,5.32,3.31
1.01,"Very Good","G","IF",60,61,7.974,6.41,6.45,3.86
1.01,"Good","D","VS1",61.1,56,6.612,6.36,6.43,3.91
0.82,"Fair","F","SI2",56.7,70,2.508,6.28,6.16,3.53
1.11,"Good","I","VS2",63.6,58,5.054,6.57,6.52,4.16
0.73,"Premium","J","VS1",61.3,61,2.037,5.83,5.78,3.56
0.73,"Ideal","D","SI1",61.8,56,3.189,5.8,5.76,3.57
1.01,"Very Good","E","SI2",62.2,58,4.575,6.36,6.43,3.98
0.71,"Ideal","I","SI1",61.9,55,2.313,5.7,5.74,3.54
0.7,"Premium","E","SI2",60.8,59,2.463,5.75,5.7,3.48
1.06,"Good","E","SI2",63.9,60,4.321,6.45,6.41,4.11
0.91,"Very Good","G","SI2",62.1,55,3.287,6.16,6.21,3.84
0.72,"Ideal","F","SI1",60.9,53,2.385,5.83,5.79,3.54
0.73,"Ideal","G","SI1",61.4,58,2.63,5.77,5.79,3.55
1.52,"Premium","J","VS2",62,59,7.758,7.28,7.31,4.52
1.1,"Very Good","D","SI1",60.7,55,6.352,6.71,6.74,4.08
1.06,"Premium","I","SI1",61.9,57,4.452,6.61,6.51,4.06
1,"Very Good","G","VS2",62.2,58,6.743,6.35,6.39,3.96
1.01,"Premium","F","SI2",62.8,57,4.137,6.31,6.24,3.94
0.91,"Ideal","G","VS1",62.1,57,5.795,6.17,6.2,3.84
1,"Good","F","SI1",63.6,62,4.586,6.3,6.24,3.99
0.8,"Very Good","G","VS1",63.5,57,3.381,5.87,5.91,3.74
0.75,"Premium","F","VS2",59.6,59,2.835,6.04,5.94,3.57
1,"Ideal","H","VVS2",62.9,55,6.607,6.34,6.39,4
0.75,"Premium","E","VS2",61.8,58,3.206,5.83,5.85,3.61
1.09,"Premium","E","SI1",62.5,59,5.628,6.58,6.53,4.1
0.9,"Very Good","H","SI1",62.3,58,3.595,6.16,6.19,3.85
1.21,"Ideal","G","VS2",62,56,7.666,6.77,6.87,4.23
1.12,"Premium","I","SI2",61.2,58,3.669,6.72,6.68,4.1
1.01,"Premium","G","SI1",63,60,4.118,6.34,6.3,3.98
0.85,"Fair","I","SI1",65.8,65,2.493,5.88,5.79,3.84
0.76,"Ideal","H","SI2",63,56,2.288,5.81,5.84,3.67
0.81,"Very Good","F","SI1",62.2,56,3.308,5.97,5.99,3.72
0.7,"Premium","D","VS1",61.6,61,3.001,5.66,5.61,3.47
1.2,"Ideal","I","VS2",62.3,57,5.736,6.74,6.8,4.22
0.7,"Premium","H","VS1",61.8,62,2.375,5.69,5.63,3.5
1.07,"Premium","H","SI1",60,60,5.031,6.61,6.65,3.98
1.01,"Premium","E","SI1",61.7,56,4.33,6.44,6.39,3.96
0.9,"Very Good","H","VS1",63.2,59,4.324,6.08,6.11,3.85
0.72,"Ideal","I","VVS2",62.2,54,2.42,5.73,5.78,3.58
0.91,"Ideal","I","SI2",61.6,57,3.034,6.23,6.24,3.84
0.9,"Very Good","H","SI1",63.3,58,3.5,6.04,6.13,3.85
1.2,"Ideal","E","SI2",61.3,56,5.268,6.8,6.71,4.14
0.72,"Premium","D","SI2",59.1,58,2.043,5.88,5.83,3.46
1.23,"Premium","G","SI1",62.4,55,6.75,6.89,6.83,4.28
1.34,"Very Good","J","SI2",62.3,61,5.787,6.97,7.05,4.37
0.9,"Ideal","F","SI1",61.7,55,4.269,6.19,6.16,3.81
1.2,"Premium","G","SI1",62.5,60,5.868,6.74,6.68,4.21
1.05,"Very Good","I","VS2",63.2,56,4.895,6.47,6.51,4.1
0.8,"Good","G","SI1",65.3,57,2.662,5.78,5.85,3.8
0.72,"Ideal","H","VS1",61.6,59,2.642,5.75,5.78,3.55
0.77,"Premium","E","VS2",60.5,59,3.291,5.92,5.98,3.6
1.05,"Very Good","H","VS2",59,59,5.37,6.68,6.71,3.95
0.75,"Ideal","D","SI1",62.3,57,2.903,5.83,5.8,3.62
1.02,"Ideal","E","SI2",63,57,4.478,6.44,6.39,4.04
1.16,"Ideal","G","SI2",61.6,55,5.695,6.74,6.77,4.16
1.01,"Premium","F","VS2",62.2,60,6.533,6.4,6.37,3.97
0.72,"Good","F","SI1",64,61,2.563,5.67,5.62,3.61
0.73,"Ideal","E","VS2",61.5,56,3.31,5.79,5.82,3.57
0.9,"Very Good","I","SI2",61.5,61,3.057,6.13,6.16,3.78
0.72,"Very Good","E","VVS1",61.2,58,3.903,5.75,5.79,3.53
0.7,"Premium","F","SI1",62.4,56,2.596,5.69,5.63,3.53
1,"Very Good","E","SI1",63.5,61,5.174,6.33,6.24,3.99
1.09,"Ideal","H","SI1",61.1,57,5.219,6.71,6.62,4.07
1.2,"Ideal","E","SI2",62.5,55,5.964,6.77,6.84,4.25
1.1,"Premium","F","SI2",62.1,56,3.918,6.68,6.56,4.12
0.74,"Premium","E","SI2",59,55,2.447,6.03,5.94,3.53
1.01,"Fair","F","VS2",65.1,59,5.784,6.17,6.21,4.03
0.76,"Very Good","I","VS1",59.8,61,2.53,5.92,5.96,3.55
1.59,"Ideal","J","SI1",61.3,57,7.943,7.43,7.52,4.58
1.21,"Ideal","I","VS1",60.5,58,6.292,6.95,6.89,4.19
0.71,"Very Good","G","VS1",63.5,55,2.803,5.66,5.64,3.59
1.1,"Premium","I","SI1",60.4,61,4.312,6.73,6.69,4.05
0.7,"Premium","F","VS2",60.5,58,2.648,5.78,5.76,3.49
1,"Very Good","H","VVS1",62.3,60,6.022,6.28,6.36,3.94
0.74,"Ideal","G","SI1",61.9,55,3.13,5.8,5.83,3.6
0.7,"Good","H","VS2",64.2,58,2.351,5.61,5.58,3.59
1,"Premium","H","VVS2",60.3,59,6.037,6.46,6.41,3.88
0.52,"Ideal","F","VVS1",61.2,56,2.841,5.19,5.21,3.18
0.9,"Good","D","SI1",63.8,58,4.12,6.13,6.09,3.9
1,"Good","F","SI1",64.1,60,4.586,6.25,6.19,3.99
0.57,"Premium","D","VS2",61.7,60,2.047,5.32,5.28,3.27
1.02,"Very Good","E","SI2",63.3,59,4.478,6.42,6.32,4.03
1.09,"Ideal","H","SI2",61.5,55,4.212,6.65,6.68,4.1
1.25,"Very Good","H","SI2",62.8,55,5.775,6.82,6.87,4.3
1.01,"Ideal","H","SI2",62.4,57,4.693,6.36,6.43,3.99
0.58,"Premium","F","VS1",61.1,59,2.668,5.39,5.35,3.28
0.71,"Premium","D","SI1",60.6,58,2.863,5.79,5.77,3.5
1.06,"Premium","D","SI2",60.9,60,4.155,6.55,6.52,3.98
0.55,"Ideal","G","VVS2",62,57,2.022,5.22,5.26,3.25
0.7,"Ideal","F","SI1",62.6,57,2.453,5.59,5.62,3.51
0.71,"Ideal","D","VS1",62.2,55,3.192,5.71,5.74,3.56
1.02,"Premium","F","SI1",61.4,58,5.369,6.48,6.41,3.96
0.91,"Premium","G","VS2",59.5,58,4.241,6.34,6.26,3.75
1.03,"Premium","D","SI2",60.6,60,5.076,6.52,6.46,3.93
0.91,"Very Good","F","SI1",63.5,58,3.195,6.15,6.1,3.89
1.36,"Premium","G","SI1",60.6,59,7.729,7.21,7.17,4.36
0.7,"Premium","H","VVS1",59.2,60,2.84,5.87,5.78,3.45
0.71,"Premium","E","VS2",62.6,58,2.982,5.72,5.68,3.57
1.19,"Good","F","SI1",57.6,60,5.825,6.98,7.02,4.03
1.03,"Fair","I","SI1",57.4,61,3.892,6.67,6.71,3.84
0.71,"Good","H","SI1",64,61,2.156,5.61,5.54,3.57
0.74,"Ideal","F","SI2",61.6,55,2.41,5.81,5.87,3.6
1.01,"Very Good","I","SI1",64.2,55,4.475,6.28,6.34,4.05
0.7,"Ideal","F","SI1",61.2,56,2.161,5.72,5.78,3.52
1.15,"Premium","G","VS1",63,60,7.032,6.68,6.6,4.18
1.31,"Premium","I","VS2",60.4,59,5.832,7.16,7.05,4.29
0.58,"Ideal","G","VVS1",61.5,55,2.772,5.39,5.44,3.33
1,"Premium","E","VS1",61.9,60,7.392,6.44,6.41,3.98
1.01,"Ideal","F","VS2",61,56,5.662,6.44,6.4,3.94
1.01,"Ideal","F","SI1",62.7,54,6.039,6.38,6.44,4.02
0.75,"Ideal","G","VS1",62.3,57,2.973,5.83,5.86,3.64
0.91,"Very Good","H","VS1",62.7,63,4.066,6.1,6.03,3.8
1.08,"Ideal","D","SI2",60.2,57,5.247,6.63,6.67,4
1.01,"Premium","F","VS1",61.7,58,7.372,6.4,6.43,3.96
1,"Very Good","G","SI2",62.8,57,4.207,6.31,6.37,3.98
1.24,"Very Good","J","SI2",63.1,60,3.791,6.79,6.74,4.27
0.73,"Premium","F","SI2",61.4,58,2.197,5.83,5.8,3.57
1.22,"Premium","I","VS1",62.6,57.4,6.763,6.76,6.8,4.24
0.81,"Ideal","E","SI1",62.4,57,3.109,5.92,5.97,3.71
1,"Good","D","SI1",64.9,53,5.469,6.27,6.3,4.08
1.01,"Fair","F","VS2",69,61,6.041,6.06,5.99,4.16
0.71,"Premium","E","VS2",62.4,60,2.613,5.68,5.66,3.54
1.01,"Very Good","F","VS2",63.1,60,6.271,6.39,6.29,4
1.02,"Premium","H","SI2",60.9,59,4.207,6.46,6.51,3.95
1.19,"Ideal","E","SI1",61.3,57,6.911,6.81,6.83,4.18
0.7,"Premium","G","VS1",61.4,59,2.535,5.74,5.59,3.51
0.7,"Ideal","H","SI1",60.6,57,2.536,5.77,5.74,3.48
0.7,"Ideal","F","SI1",61.5,57,2.528,5.67,5.74,3.51
1.21,"Very Good","H","VS1",62.8,54.4,7.786,6.78,6.81,4.26
0.71,"Premium","F","SI2",62.6,59,2.072,5.64,5.6,3.52
1.5,"Fair","D","SI2",68.8,57,7.469,6.9,6.86,4.73
1.2,"Ideal","E","SI2",62,57,7.018,6.8,6.82,4.22
0.53,"Ideal","F","VS1",61.7,55,2.046,5.18,5.22,3.21
1.2,"Ideal","I","VS2",62.5,56,5.634,6.77,6.74,4.22
1.04,"Ideal","H","SI1",61.3,55,3.984,6.49,6.44,3.96
1,"Very Good","F","SI1",61,60,5.804,6.38,6.43,3.91
0.74,"Very Good","F","VVS2",61.5,55.1,3.948,5.82,5.85,3.59
1.05,"Premium","F","SI1",60.3,60,5.557,6.66,6.54,3.98
0.91,"Very Good","H","VS2",58.3,59,4.193,6.35,6.47,3.74
0.7,"Ideal","F","VS2",61.6,55,3.064,5.72,5.75,3.53
1.51,"Fair","I","I1",65.7,61,5.074,7.08,7.02,4.63
1.01,"Premium","G","VVS2",62.4,59,7.466,6.37,6.32,3.96
0.91,"Very Good","F","SI1",62.2,55,3.885,6.18,6.23,3.86
1.04,"Premium","H","VS1",59.7,59,5.882,6.64,6.59,3.95
1.05,"Ideal","I","SI1",62.1,59,4.516,6.5,6.47,4.03
0.82,"Very Good","G","SI2",63.4,55,2.232,5.96,5.93,3.77
1.01,"Very Good","F","SI1",61.9,58,5.383,6.41,6.44,3.98
1.32,"Very Good","I","SI2",61.2,58,6.3,7.12,7.06,4.34
1.2,"Very Good","H","SI2",61.9,57,5.016,6.78,6.85,4.22
1.51,"Very Good","J","SI1",58.8,59,7.544,7.47,7.56,4.42
1.01,"Very Good","G","VS1",63.2,58,6.618,6.38,6.34,4.02
1.02,"Premium","G","SI2",60.7,56,3.904,6.56,6.51,3.97
1.03,"Premium","F","SI2",60.2,55,3.974,6.59,6.53,3.95
0.72,"Premium","H","SI1",62.5,57,2.398,5.73,5.67,3.56
0.71,"Very Good","G","SI1",63.4,56,2.364,5.64,5.68,3.59
0.7,"Premium","I","VS1",61.7,61,2.234,5.69,5.63,3.49
0.9,"Ideal","F","VS2",62.3,57,5.16,6.18,6.21,3.86
1.5,"Fair","J","SI2",65.5,60,5.268,7.07,7.03,4.62
0.82,"Ideal","G","SI1",60.7,57,3.123,6.07,6.06,3.68
1.15,"Ideal","I","SI1",62.3,57,4.925,6.74,6.67,4.18
1.29,"Very Good","I","VS1",61.1,58,5.562,6.98,7.03,4.28
0.71,"Good","H","SI1",64,61,2.207,5.61,5.54,3.57
0.6,"Ideal","E","VS1",61,56,2.171,5.44,5.47,3.33
0.74,"Very Good","H","VS1",61.9,59.1,2.709,5.74,5.77,3.56
0.93,"Premium","G","VS2",62.2,59,4.75,6.26,6.21,3.88
1.51,"Premium","J","SI1",60.6,57,7.255,7.46,7.38,4.5
0.72,"Good","G","VS2",63.4,53,2.311,5.72,5.79,3.64
0.96,"Ideal","F","SI2",60.9,60,4.5,6.31,6.36,3.86
1.07,"Ideal","E","SI2",61.2,56,4.799,6.63,6.66,4.07
0.73,"Ideal","G","VVS2",61.9,56,3.183,5.74,5.81,3.61
0.91,"Premium","F","SI2",62.9,57,3.346,6.16,6.11,3.86
0.93,"Very Good","D","SI2",62.6,57,4.214,6.2,6.26,3.9
1.5,"Fair","H","SI2",66,64,5,7.1,6.97,4.64
1.03,"Very Good","F","VS2",63.4,62,6.218,6.34,6.31,4.01
1.23,"Premium","I","VS1",61.6,58,5.632,6.9,6.84,4.23
0.6,"Ideal","D","VVS1",62.5,55,4.209,5.42,5.4,3.38
0.57,"Ideal","E","VVS2",61.9,55,2.534,5.34,5.36,3.31
0.85,"Ideal","H","SI2",62.5,57,2.833,6.02,6.07,3.78
1.2,"Good","D","I1",63.6,60,4.346,6.72,6.67,4.26
1,"Good","G","VS2",63.5,59,5.86,6.23,6.33,3.99
1.01,"Premium","E","SI2",61.5,58,4.666,6.4,6.43,3.95
1.02,"Good","E","SI1",63.7,62,4.443,6.31,6.4,4.05
1.2,"Premium","H","SI2",62.5,58,5.376,6.81,6.76,4.24
1.01,"Very Good","H","SI1",61.8,61,4.432,6.4,6.47,3.98
0.98,"Fair","E","SI2",53.3,67,2.855,6.82,6.74,3.61
1,"Premium","F","VS2",61.9,59,5.606,6.38,6.34,3.94
0.72,"Premium","G","VS2",61.4,57,2.55,5.83,5.77,3.56
0.74,"Premium","E","SI1",61.4,57,2.042,5.83,5.79,3.57
0.7,"Ideal","G","VS1",62.6,56,2.67,5.65,5.7,3.55
0.73,"Ideal","E","SI2",60.4,56,2.434,5.81,5.89,3.54
1.01,"Ideal","E","SI1",62.2,56,5.068,6.43,6.4,3.99
1.1,"Premium","J","SI2",59.6,59,3.726,6.74,6.72,4.01
0.71,"Ideal","D","SI1",61.2,53,2.531,5.8,5.76,3.54
0.7,"Ideal","E","SI1",61.8,56,2.576,5.72,5.68,3.52
1.07,"Premium","H","SI2",62.2,59,4.119,6.47,6.53,4.04
1.24,"Very Good","H","SI2",64,56,5.725,6.79,6.83,4.36
0.51,"Ideal","F","VVS2",62.4,57,2.093,5.08,5.12,3.18
0.9,"Premium","H","VS2",61.8,56,4.082,6.25,6.18,3.84
0.79,"Very Good","I","SI1",63.3,57,2.095,5.86,5.83,3.7
0.7,"Ideal","H","VVS1",62,55,2.881,5.74,5.71,3.55
0.68,"Premium","E","SI1",62,59,2.224,5.67,5.65,3.51
1.01,"Ideal","H","SI1",62.4,53,4.559,6.42,6.47,4.02
0.72,"Very Good","I","VS2",63.9,58,2.337,5.65,5.68,3.62
0.72,"Premium","G","SI1",61.3,56,2.316,5.79,5.76,3.54
0.5,"Very Good","D","VVS2",61.7,59,2.115,5.02,5.09,3.12
1.04,"Ideal","E","SI2",59,57,3.588,6.65,6.6,3.91
1.18,"Very Good","D","SI1",61.7,57,7.093,6.8,6.84,4.21
1.21,"Ideal","I","SI2",60.6,56,5.091,6.92,6.94,4.2
1.14,"Ideal","G","SI1",62.2,56,5.65,6.69,6.66,4.15
0.71,"Very Good","H","VS1",62.1,55,2.569,5.71,5.72,3.55
0.9,"Premium","F","SI1",62.6,60,4.103,6.11,6.06,3.81
0.9,"Very Good","F","VS2",63.2,58,4.504,6.11,6.16,3.88
0.7,"Very Good","H","SI1",62.4,59,2.066,5.63,5.75,3.55
1,"Premium","F","VS1",59.2,60,7.056,6.53,6.48,3.85
1.01,"Ideal","H","SI1",62.6,55,4.836,6.43,6.39,4.01
1.51,"Premium","I","SI2",59.7,59,7.577,7.48,7.46,4.46
1.31,"Premium","J","SI1",60.3,62,4.49,7.12,7.04,4.26
0.72,"Very Good","E","VVS2",59.3,60,3.374,5.87,5.83,3.47
1.25,"Premium","J","VS1",62.2,58,5.637,6.88,6.92,4.29
0.81,"Very Good","E","SI1",61.9,60,3.643,5.87,5.95,3.66
0.56,"Ideal","E","VVS2",62.6,54,2.441,5.28,5.32,3.32
1.01,"Good","G","VS2",57.5,62,5.701,6.58,6.53,3.77
1.3,"Very Good","I","VS2",62.7,57,6.29,6.88,6.9,4.32
1.5,"Good","I","SI2",65,55,6.364,7.15,7.24,4.68
1.01,"Very Good","I","SI2",61.4,63,3.792,6.33,6.38,3.9
1,"Good","J","VVS2",63.7,57,3.265,6.34,6.31,4.03
0.73,"Premium","F","SI1",61.2,60,2.599,5.78,5.73,3.52
1.06,"Ideal","F","SI2",61.8,56,5.354,6.56,6.51,4.04
1,"Very Good","D","SI1",63.1,56,5.645,6.34,6.3,3.99
0.59,"Ideal","E","VVS1",62,56,2.829,5.36,5.38,3.33
0.7,"Ideal","H","VS1",61.8,56,2.691,5.69,5.72,3.53
1.13,"Premium","H","SI1",62.1,58,4.689,6.7,6.66,4.15
1.21,"Ideal","I","VS1",60.3,60,6.279,6.89,6.93,4.17
1.24,"Fair","F","SI2",64.9,60,4.375,6.7,6.63,4.32
1,"Very Good","F","SI1",59.4,60,4.961,6.47,6.52,3.86
0.91,"Fair","J","VS2",65.4,60,2.854,6.04,6,3.94
1.01,"Premium","F","VS2",61.7,58,6.533,6.48,6.42,3.98
0.71,"Premium","E","VVS1",62.5,57,3.831,5.67,5.62,3.53
0.93,"Ideal","I","SI1",62,57,2.917,6.22,6.26,3.87
1.03,"Premium","J","VS1",61.8,58,3.957,6.51,6.41,3.99
0.76,"Very Good","H","SI1",61.4,57,2.557,5.89,5.94,3.63
0.9,"Premium","F","SI2",58,57,3.704,6.41,6.34,3.7
1.23,"Very Good","I","VS2",59.7,58,5.789,6.94,7.02,4.17
1.01,"Premium","H","SI1",62.8,58,3.869,6.43,6.34,4.01
1.52,"Fair","D","SI2",56.3,61,7.702,7.7,7.62,4.31
1.1,"Ideal","H","VS2",61.3,56,5.888,6.64,6.67,4.08
0.71,"Ideal","E","SI1",61.7,56,2.494,5.74,5.77,3.55
0.75,"Very Good","H","SI2",60.4,60,2.106,5.89,5.93,3.57
0.9,"Very Good","F","SI1",62.3,57,5.122,6.13,6.16,3.83
0.82,"Ideal","E","SI1",61.8,53,3.979,6.02,6.05,3.73
1.23,"Ideal","H","I1",61.8,56,4.098,6.91,6.85,4.25
0.73,"Ideal","G","VS1",60.8,58,3.342,5.81,5.87,3.55
1.31,"Ideal","I","SI2",63.6,55,5.546,6.98,6.92,4.42
1.12,"Ideal","I","VS1",60.9,57,6.06,6.7,6.73,4.09
0.7,"Very Good","F","SI2",58.8,57,2.02,5.85,5.89,3.45
